Retailer,Retailer ID,Date,Month,Region,State,Beverage Brand,Price per Unit,Units Sold,Total Revenue
Kaufland,1128299,2022-12-12,December,West,Thuringia,Fritz-Kola,0.64,5000,3200.0
Kaufland,1185732,2022-01-09,January,Southeast,Hesse,Vita Cola,0.37,10250,3792.5
Aldi,1185732,2022-01-09,January,Southeast,Baden-Württemberg,Fritz-Kola,0.37,8250,3052.5
Edeka,1185732,2022-01-09,January,Southeast,Saxony-Anhalt,Vita Cola,0.28,8250,2310.0
Rewe,1185732,2022-01-09,January,Southeast,Bavaria,Bionade,0.32,6750,2160.0
Metro,1185732,2022-01-09,January,Southeast,Hesse,Mezzo Mix,0.46,7250,3335.0
Penny,1185732,2022-01-09,January,Southeast,Berlin,Vita Cola,0.37,8250,3052.5
Netto,1185732,2022-02-07,February,Southeast,Brandenburg,Club-Mate,0.37,10750,3977.5
Kaufland,1185732,2022-02-07,February,Southeast,Brandenburg,Club-Mate,0.37,7250,2682.5
Penny,1185732,2022-02-07,February,Southeast,Hesse,Vita Cola,0.28,7750,2170.0
Metro,1185732,2022-02-07,February,Southeast,Berlin,Fritz-Kola,0.32,6250,2000.0
Metro,1185732,2022-02-07,February,Southeast,Baden-Württemberg,Bionade,0.46,7000,3220.0
Kaufland,1185732,2022-02-07,February,Southeast,North Rhine-Westphalia,Club-Mate,0.32,8000,2560.0
Edeka,1185732,2022-03-05,March,Southeast,Thuringia,Fritz-Kola,0.32,10200,3264.0
Penny,1185732,2022-03-05,March,Southeast,North Rhine-Westphalia,Fritz-Kola,0.32,7000,2240.0
Rewe,1185732,2022-03-05,March,Southeast,Bavaria,Vita Cola,0.23,7250,1667.5
Lidl,1185732,2022-03-05,March,Southeast,Bavaria,Mezzo Mix,0.28,5750,1610.0000000000002
Lidl,1185732,2022-03-05,March,Southeast,Hamburg,Bionade,0.41,6250,2562.5
Penny,1185732,2022-03-05,March,Southeast,Thuringia,Gerolsteiner,0.32,7250,2320.0
Penny,1185732,2022-04-06,April,Southeast,Baden-Württemberg,Fritz-Kola,0.32,9750,3120.0
Penny,1185732,2022-04-06,April,Southeast,Brandenburg,Vita Cola,0.32,6750,2160.0
Lidl,1185732,2022-04-06,April,Southeast,Saxony,Vita Cola,0.23,6750,1552.5
Metro,1185732,2022-04-06,April,Southeast,Hamburg,Gerolsteiner,0.28,6000,1680.0000000000002
Edeka,1185732,2022-04-06,April,Southeast,Hesse,Club-Mate,0.46,6250,2875.0
Lidl,1185732,2022-04-06,April,Southeast,Thuringia,Gerolsteiner,0.37,7750,2867.5
Rewe,1185732,2022-05-05,May,Southeast,Schleswig-Holstein,Bionade,0.46,10450,4807.0
Rewe,1185732,2022-05-05,May,Southeast,Bavaria,Fritz-Kola,0.46,7500,3450.0
Penny,1185732,2022-05-05,May,Southeast,Hesse,Mezzo Mix,0.41,7250,2972.5
Penny,1185732,2022-05-05,May,Southeast,Schleswig-Holstein,Mezzo Mix,0.41,6750,2767.5
Aldi,1185732,2022-05-05,May,Southeast,Mecklenburg-Vorpommern,Bionade,0.51,7000,3570.0
Netto,1185732,2022-05-05,May,Southeast,Hesse,Club-Mate,0.55,8000,4400.0
Lidl,1185732,2022-06-07,June,Southeast,Schleswig-Holstein,Fritz-Kola,0.51,10500,5355.0
Netto,1185732,2022-06-07,June,Southeast,Saxony,Gerolsteiner,0.46,8000,3680.0
Lidl,1185732,2022-06-07,June,Southeast,Mecklenburg-Vorpommern,Gerolsteiner,0.46,7750,3565.0
Kaufland,1185732,2022-06-07,June,Southeast,Hesse,Fritz-Kola,0.46,7500,3450.0
Metro,1185732,2022-06-07,June,Southeast,Thuringia,Mezzo Mix,0.6,7500,4500.0
Lidl,1185732,2022-06-07,June,Southeast,Saxony-Anhalt,Fritz-Kola,0.64,9250,5920.0
Kaufland,1185732,2022-07-05,July,Southeast,North Rhine-Westphalia,Club-Mate,0.6,11500,6900.0
Lidl,1185732,2022-07-05,July,Southeast,Hamburg,Vita Cola,0.55,9000,4950.0
Kaufland,1185732,2022-07-05,July,Southeast,North Rhine-Westphalia,Bionade,0.51,8250,4207.5
Rewe,1185732,2022-07-05,July,Southeast,Hesse,Mezzo Mix,0.51,7750,3952.5
Edeka,1185732,2022-07-05,July,Southeast,Brandenburg,Mezzo Mix,0.6,8000,4800.0
Penny,1185732,2022-07-05,July,Southeast,Hesse,Club-Mate,0.64,9750,6240.0
Rewe,1185732,2022-08-06,August,Southeast,Brandenburg,Fritz-Kola,0.6,11250,6750.0
Kaufland,1185732,2022-08-06,August,Southeast,Schleswig-Holstein,Gerolsteiner,0.55,9000,4950.0
Aldi,1185732,2022-08-06,August,Southeast,Schleswig-Holstein,Club-Mate,0.51,8250,4207.5
Rewe,1185732,2022-08-06,August,Southeast,North Rhine-Westphalia,Mezzo Mix,0.41,7750,3177.5
Aldi,1185732,2022-08-06,August,Southeast,Saxony-Anhalt,Vita Cola,0.51,7500,3825.0
Rewe,1185732,2022-08-06,August,Southeast,Hamburg,Vita Cola,0.55,9250,5087.5
Rewe,1185732,2022-09-05,September,Southeast,Saxony-Anhalt,Mezzo Mix,0.51,10250,5227.5
Lidl,1185732,2022-09-05,September,Southeast,Bavaria,Fritz-Kola,0.46,8250,3795.0
Aldi,1185732,2022-09-05,September,Southeast,Mecklenburg-Vorpommern,Fritz-Kola,0.37,7250,2682.5
Rewe,1185732,2022-09-05,September,Southeast,Berlin,Bionade,0.37,7000,2590.0
Metro,1185732,2022-09-05,September,Southeast,Berlin,Gerolsteiner,0.46,7000,3220.0
Netto,1185732,2022-09-05,September,Southeast,Baden-Württemberg,Club-Mate,0.51,8000,4080.0
Penny,1185732,2022-10-07,October,Southeast,North Rhine-Westphalia,Fritz-Kola,0.51,9750,4972.5
Edeka,1185732,2022-10-07,October,Southeast,Saxony-Anhalt,Club-Mate,0.41,8000,3280.0
Aldi,1185732,2022-10-07,October,Southeast,Saxony,Fritz-Kola,0.41,6750,2767.5
Kaufland,1185732,2022-10-07,October,Southeast,Brandenburg,Bionade,0.41,6500,2665.0
Netto,1185732,2022-10-07,October,Southeast,Brandenburg,Fritz-Kola,0.51,6500,3315.0
Netto,1185732,2022-10-07,October,Southeast,Brandenburg,Gerolsteiner,0.55,7750,4262.5
Penny,1185732,2022-11-06,November,Southeast,Bavaria,Mezzo Mix,0.51,9250,4717.5
Netto,1185732,2022-11-06,November,Southeast,Schleswig-Holstein,Club-Mate,0.41,7500,3075.0
Lidl,1185732,2022-11-06,November,Southeast,Mecklenburg-Vorpommern,Fritz-Kola,0.41,6950,2849.5
Rewe,1185732,2022-11-06,November,Southeast,Bavaria,Club-Mate,0.51,7500,3825.0
Metro,1185732,2022-11-06,November,Southeast,Brandenburg,Vita Cola,0.64,7250,4640.0
Aldi,1185732,2022-11-06,November,Southeast,Hesse,Bionade,0.69,8250,5692.5
Netto,1185732,2022-12-05,December,Southeast,Hamburg,Club-Mate,0.64,10750,6880.0
Edeka,1185732,2022-12-05,December,Southeast,Saxony-Anhalt,Gerolsteiner,0.55,8750,4812.5
Penny,1185732,2022-12-05,December,Southeast,Thuringia,Mezzo Mix,0.55,8250,4537.5
Netto,1185732,2022-12-05,December,Southeast,Hamburg,Gerolsteiner,0.55,7750,4262.5
Kaufland,1185732,2022-12-05,December,Southeast,Berlin,Bionade,0.64,7750,4960.0
Lidl,1185732,2022-12-05,December,Southeast,Hesse,Gerolsteiner,0.69,8750,6037.499999999999
Kaufland,1185732,2022-01-06,January,Southeast,Mecklenburg-Vorpommern,Mezzo Mix,0.32,9250,2960.0
Kaufland,1185732,2022-01-06,January,Southeast,Hamburg,Club-Mate,0.32,7250,2320.0
Rewe,1185732,2022-01-06,January,Southeast,Brandenburg,Mezzo Mix,0.23,7250,1667.5
Metro,1185732,2022-01-06,January,Southeast,Saxony,Club-Mate,0.28,5750,1610.0000000000002
Aldi,1185732,2022-01-06,January,Southeast,Schleswig-Holstein,Club-Mate,0.41,6250,2562.5
Metro,1185732,2022-01-06,January,Southeast,Brandenburg,Vita Cola,0.32,7250,2320.0
Edeka,1185732,2022-02-04,February,Southeast,Hesse,Bionade,0.32,9750,3120.0
Edeka,1185732,2022-02-04,February,Southeast,Baden-Württemberg,Vita Cola,0.32,6250,2000.0
Rewe,1185732,2022-02-04,February,Southeast,Hamburg,Bionade,0.23,6750,1552.5
Penny,1185732,2022-02-04,February,Southeast,Saxony-Anhalt,Club-Mate,0.28,5250,1470.0000000000002
Rewe,1185732,2022-02-04,February,Southeast,North Rhine-Westphalia,Gerolsteiner,0.41,6000,2460.0
Netto,1185732,2022-02-04,February,Southeast,Saxony,Fritz-Kola,0.28,7000,1960.0000000000002
Kaufland,1185732,2022-03-02,March,Southeast,Brandenburg,Gerolsteiner,0.28,9200,2576.0000000000005
Edeka,1185732,2022-03-02,March,Southeast,Saxony,Fritz-Kola,0.28,6000,1680.0000000000002
Kaufland,1185732,2022-03-02,March,Southeast,Baden-Württemberg,Mezzo Mix,0.18,6250,1125.0
Aldi,1185732,2022-03-02,March,Southeast,Berlin,Fritz-Kola,0.23,4750,1092.5
Netto,1185732,2022-03-02,March,Southeast,Mecklenburg-Vorpommern,Fritz-Kola,0.37,5250,1942.5
Metro,1185732,2022-03-02,March,Southeast,Brandenburg,Mezzo Mix,0.28,6250,1750.0000000000002
Aldi,1185732,2022-04-03,April,Southeast,Hesse,Bionade,0.28,8750,2450.0000000000005
Metro,1185732,2022-04-03,April,Southeast,Berlin,Bionade,0.28,5750,1610.0000000000002
Aldi,1185732,2022-04-03,April,Southeast,Schleswig-Holstein,Gerolsteiner,0.18,5750,1035.0
Penny,1185732,2022-04-03,April,Southeast,Saxony-Anhalt,Gerolsteiner,0.23,5000,1150.0
Kaufland,1185732,2022-04-03,April,Southeast,Mecklenburg-Vorpommern,Vita Cola,0.41,5250,2152.5
Penny,1185732,2022-04-03,April,Southeast,Schleswig-Holstein,Gerolsteiner,0.32,6750,2160.0
Netto,1185732,2022-05-02,May,Southeast,Baden-Württemberg,Club-Mate,0.41,9450,3874.4999999999995
Metro,1185732,2022-05-02,May,Southeast,Bavaria,Fritz-Kola,0.41,6500,2665.0
Kaufland,1185732,2022-05-02,May,Southeast,Baden-Württemberg,Mezzo Mix,0.37,6250,2312.5
Penny,1185732,2022-05-02,May,Southeast,Saxony,Vita Cola,0.37,5750,2127.5
Aldi,1185732,2022-05-02,May,Southeast,Saxony-Anhalt,Mezzo Mix,0.46,6000,2760.0
Penny,1185732,2022-05-02,May,Southeast,Baden-Württemberg,Bionade,0.51,7000,3570.0
Edeka,1185732,2022-06-04,June,Southeast,Hesse,Vita Cola,0.46,9500,4370.0
Metro,1185732,2022-06-04,June,Southeast,Schleswig-Holstein,Gerolsteiner,0.41,7000,2870.0
Kaufland,1185732,2022-06-04,June,Southeast,Bavaria,Club-Mate,0.46,6750,3105.0
Aldi,1185732,2022-06-04,June,Southeast,Mecklenburg-Vorpommern,Club-Mate,0.46,6500,2990.0
Metro,1185732,2022-06-04,June,Southeast,Saxony,Gerolsteiner,0.6,6500,3900.0
Aldi,1185732,2022-06-04,June,Southeast,Thuringia,Club-Mate,0.64,8250,5280.0
Aldi,1185732,2022-07-02,July,Southeast,Baden-Württemberg,Vita Cola,0.6,10500,6300.0
Edeka,1185732,2022-07-02,July,Southeast,Bavaria,Fritz-Kola,0.55,8000,4400.0
Penny,1185732,2022-07-02,July,Southeast,Schleswig-Holstein,Vita Cola,0.51,7250,3697.5
Lidl,1185732,2022-07-02,July,Southeast,Berlin,Fritz-Kola,0.51,6750,3442.5
Netto,1185732,2022-07-02,July,Southeast,Bavaria,Fritz-Kola,0.6,7000,4200.0
Edeka,1185732,2022-07-02,July,Southeast,Saxony,Club-Mate,0.64,8750,5600.0
Aldi,1185732,2022-08-03,August,Southeast,North Rhine-Westphalia,Fritz-Kola,0.6,10250,6150.0
Aldi,1185732,2022-08-03,August,Southeast,Hesse,Club-Mate,0.55,8000,4400.0
Rewe,1185732,2022-08-03,August,Southeast,Bavaria,Gerolsteiner,0.51,7250,3697.5
Lidl,1185732,2022-08-03,August,Southeast,Berlin,Fritz-Kola,0.41,6750,2767.5
Netto,1185732,2022-08-03,August,Southeast,North Rhine-Westphalia,Bionade,0.51,6500,3315.0
Metro,1185732,2022-08-03,August,Southeast,Schleswig-Holstein,Vita Cola,0.55,8250,4537.5
Aldi,1185732,2022-09-02,September,Southeast,Thuringia,Vita Cola,0.51,9250,4717.5
Penny,1185732,2022-09-02,September,Southeast,Brandenburg,Vita Cola,0.46,7250,3335.0
Edeka,1185732,2022-09-02,September,Southeast,Thuringia,Club-Mate,0.28,6250,1750.0000000000002
Netto,1185732,2022-09-02,September,Southeast,Schleswig-Holstein,Gerolsteiner,0.28,6000,1680.0000000000002
Edeka,1185732,2022-09-02,September,Southeast,Brandenburg,Bionade,0.37,6000,2220.0
Metro,1185732,2022-09-02,September,Southeast,Hamburg,Mezzo Mix,0.41,7000,2870.0
Aldi,1185732,2022-10-04,October,Southeast,Mecklenburg-Vorpommern,Vita Cola,0.41,8750,3587.5
Penny,1185732,2022-10-04,October,Southeast,Saxony,Fritz-Kola,0.32,7000,2240.0
Aldi,1185732,2022-10-04,October,Southeast,Hesse,Club-Mate,0.32,5750,1840.0
Kaufland,1185732,2022-10-04,October,Southeast,Hesse,Club-Mate,0.32,5500,1760.0
Aldi,1185732,2022-10-04,October,Southeast,Hamburg,Gerolsteiner,0.41,5500,2255.0
Netto,1185732,2022-10-04,October,Southeast,Saxony-Anhalt,Club-Mate,0.46,6750,3105.0
Lidl,1185732,2022-11-03,November,Southeast,Thuringia,Fritz-Kola,0.41,8250,3382.5
Aldi,1185732,2022-11-03,November,Southeast,Thuringia,Club-Mate,0.32,6500,2080.0
Metro,1185732,2022-11-03,November,Southeast,Baden-Württemberg,Fritz-Kola,0.37,5950,2201.5
Netto,1185732,2022-11-03,November,Southeast,Baden-Württemberg,Vita Cola,0.55,6500,3575.0000000000005
Netto,1185732,2022-11-03,November,Southeast,Saxony,Fritz-Kola,0.69,6250,4312.5
Lidl,1185732,2022-11-03,November,Southeast,North Rhine-Westphalia,Bionade,0.69,7250,5002.5
Lidl,1185732,2022-12-02,December,Southeast,Bavaria,Fritz-Kola,0.64,9750,6240.0
Rewe,1185732,2022-12-02,December,Southeast,Bavaria,Mezzo Mix,0.55,7750,4262.5
Edeka,1185732,2022-12-02,December,Southeast,Mecklenburg-Vorpommern,Mezzo Mix,0.55,7250,3987.5000000000005
Aldi,1185732,2022-12-02,December,Southeast,Brandenburg,Bionade,0.55,6750,3712.5000000000005
Edeka,1185732,2022-12-02,December,Southeast,Mecklenburg-Vorpommern,Bionade,0.64,6750,4320.0
Edeka,1185732,2022-12-02,December,Southeast,Brandenburg,Bionade,0.69,7750,5347.5
Netto,1185732,2022-01-13,January,Southeast,Schleswig-Holstein,Club-Mate,0.32,7750,2480.0
Metro,1185732,2022-01-13,January,Southeast,North Rhine-Westphalia,Gerolsteiner,0.32,5750,1840.0
Metro,1185732,2022-01-13,January,Southeast,Berlin,Club-Mate,0.23,5750,1322.5
Lidl,1185732,2022-01-13,January,Southeast,Bavaria,Mezzo Mix,0.28,4250,1190.0
Kaufland,1185732,2022-01-13,January,Southeast,Berlin,Bionade,0.41,4750,1947.4999999999998
Aldi,1185732,2022-01-13,January,Southeast,Thuringia,Club-Mate,0.32,5750,1840.0
Edeka,1185732,2022-02-11,February,Southeast,Saxony-Anhalt,Vita Cola,0.32,8250,2640.0
Rewe,1185732,2022-02-11,February,Southeast,Mecklenburg-Vorpommern,Mezzo Mix,0.32,4750,1520.0
Edeka,1185732,2022-02-11,February,Southeast,Bavaria,Fritz-Kola,0.23,5250,1207.5
Penny,1185732,2022-02-11,February,Southeast,Hesse,Club-Mate,0.28,3750,1050.0
Metro,1185732,2022-02-11,February,Southeast,Schleswig-Holstein,Gerolsteiner,0.41,4500,1845.0
Netto,1185732,2022-02-11,February,Southeast,Hamburg,Bionade,0.28,5500,1540.0000000000002
Edeka,1185732,2022-03-09,March,Southeast,Mecklenburg-Vorpommern,Club-Mate,0.28,7700,2156.0
Lidl,1185732,2022-03-09,March,Southeast,North Rhine-Westphalia,Vita Cola,0.28,4500,1260.0000000000002
Lidl,1185732,2022-03-09,March,Southeast,North Rhine-Westphalia,Fritz-Kola,0.18,4750,855.0
Aldi,1185732,2022-03-09,March,Southeast,Saxony,Gerolsteiner,0.23,3250,747.5
Rewe,1185732,2022-03-09,March,Southeast,Mecklenburg-Vorpommern,Mezzo Mix,0.37,3750,1387.5
Edeka,1185732,2022-03-09,March,Southeast,Hesse,Gerolsteiner,0.28,4750,1330.0000000000002
Aldi,1185732,2022-04-10,April,Southeast,Hesse,Fritz-Kola,0.28,7250,2030.0000000000002
Lidl,1185732,2022-04-10,April,Southeast,Hamburg,Fritz-Kola,0.28,4250,1190.0
Metro,1185732,2022-04-10,April,Southeast,Mecklenburg-Vorpommern,Mezzo Mix,0.18,4250,765.0
Edeka,1185732,2022-04-10,April,Southeast,Thuringia,Bionade,0.23,3500,805.0
Lidl,1185732,2022-04-10,April,Southeast,Baden-Württemberg,Vita Cola,0.41,3750,1537.5
Kaufland,1185732,2022-04-10,April,Southeast,North Rhine-Westphalia,Gerolsteiner,0.32,5250,1680.0
Edeka,1185732,2022-05-09,May,Southeast,Berlin,Mezzo Mix,0.41,7950,3259.5
Lidl,1185732,2022-05-09,May,Southeast,Saxony-Anhalt,Fritz-Kola,0.41,5000,2050.0
Kaufland,1185732,2022-05-09,May,Southeast,Berlin,Gerolsteiner,0.37,4750,1757.5
Penny,1185732,2022-05-09,May,Southeast,Baden-Württemberg,Vita Cola,0.37,4250,1572.5
Aldi,1185732,2022-05-09,May,Southeast,Saxony-Anhalt,Vita Cola,0.46,4500,2070.0
Aldi,1185732,2022-05-09,May,Southeast,Brandenburg,Bionade,0.51,5500,2805.0
Rewe,1185732,2022-06-11,June,Southeast,Mecklenburg-Vorpommern,Gerolsteiner,0.46,8000,3680.0
Penny,1185732,2022-06-11,June,Southeast,Berlin,Bionade,0.41,5500,2255.0
Kaufland,1185732,2022-06-11,June,Southeast,Thuringia,Fritz-Kola,0.46,5250,2415.0
Edeka,1185732,2022-06-11,June,Southeast,Thuringia,Gerolsteiner,0.46,5000,2300.0
Metro,1185732,2022-06-11,June,Southeast,Saxony,Mezzo Mix,0.6,5000,3000.0
Kaufland,1185732,2022-06-11,June,Southeast,Berlin,Fritz-Kola,0.64,6750,4320.0
Lidl,1185732,2022-07-09,July,Southeast,Bavaria,Vita Cola,0.6,9000,5400.0
Metro,1185732,2022-07-09,July,Southeast,Hesse,Mezzo Mix,0.55,6500,3575.0000000000005
Aldi,1185732,2022-07-09,July,Southeast,Berlin,Bionade,0.51,5750,2932.5
Lidl,1185732,2022-07-09,July,Southeast,Thuringia,Fritz-Kola,0.51,5250,2677.5
Edeka,1185732,2022-07-09,July,Southeast,Schleswig-Holstein,Club-Mate,0.6,5500,3300.0
Edeka,1185732,2022-07-09,July,Southeast,Brandenburg,Fritz-Kola,0.64,7250,4640.0
Edeka,1185732,2022-08-10,August,Southeast,Hamburg,Vita Cola,0.6,8750,5250.0
Lidl,1185732,2022-08-10,August,Southeast,Berlin,Club-Mate,0.55,6500,3575.0000000000005
Edeka,1185732,2022-08-10,August,Southeast,Hesse,Club-Mate,0.51,5750,2932.5
Kaufland,1185732,2022-08-10,August,Southeast,North Rhine-Westphalia,Bionade,0.41,5250,2152.5
Rewe,1185732,2022-08-10,August,Southeast,Bavaria,Fritz-Kola,0.51,5000,2550.0
Rewe,1185732,2022-08-10,August,Southeast,Saxony,Fritz-Kola,0.55,6750,3712.5000000000005
Lidl,1185732,2022-09-09,September,Southeast,Schleswig-Holstein,Bionade,0.51,7750,3952.5
Metro,1185732,2022-09-09,September,Southeast,Mecklenburg-Vorpommern,Club-Mate,0.46,5750,2645.0
Metro,1185732,2022-09-09,September,Southeast,Bavaria,Club-Mate,0.23,4750,1092.5
Kaufland,1185732,2022-09-09,September,Southeast,Schleswig-Holstein,Mezzo Mix,0.23,4500,1035.0
Aldi,1185732,2022-09-09,September,Southeast,Schleswig-Holstein,Fritz-Kola,0.32,4500,1440.0
Penny,1185732,2022-09-09,September,Southeast,Baden-Württemberg,Gerolsteiner,0.37,5500,2035.0
Rewe,1185732,2022-10-11,October,Southeast,Berlin,Bionade,0.37,7250,2682.5
Metro,1185732,2022-10-11,October,Southeast,Thuringia,Club-Mate,0.28,5500,1540.0000000000002
Rewe,1185732,2022-10-11,October,Southeast,Thuringia,Gerolsteiner,0.28,4250,1190.0
Lidl,1185732,2022-10-11,October,Southeast,Hesse,Fritz-Kola,0.28,4000,1120.0
Edeka,1185732,2022-10-11,October,Southeast,Saxony,Club-Mate,0.37,4000,1480.0
Aldi,1185732,2022-10-11,October,Southeast,Brandenburg,Mezzo Mix,0.37,5250,1942.5
Aldi,1185732,2022-11-10,November,Southeast,Bavaria,Gerolsteiner,0.32,6750,2160.0
Aldi,1185732,2022-11-10,November,Southeast,Mecklenburg-Vorpommern,Gerolsteiner,0.23,5000,1150.0
Netto,1185732,2022-11-10,November,Southeast,Bavaria,Club-Mate,0.32,4450,1424.0
Edeka,1185732,2022-11-10,November,Southeast,Hamburg,Bionade,0.6,5000,3000.0
Kaufland,1185732,2022-11-10,November,Southeast,Schleswig-Holstein,Bionade,0.74,4750,3515.0
Rewe,1185732,2022-11-10,November,Southeast,Bavaria,Vita Cola,0.74,5750,4255.0
Penny,1185732,2022-12-09,December,Southeast,Hamburg,Gerolsteiner,0.69,8250,5692.5
Kaufland,1185732,2022-12-09,December,Southeast,Baden-Württemberg,Club-Mate,0.6,6250,3750.0
Metro,1185732,2022-12-09,December,Southeast,Saxony,Bionade,0.6,5750,3450.0
Lidl,1185732,2022-12-09,December,Southeast,Saxony-Anhalt,Mezzo Mix,0.6,5250,3150.0
Kaufland,1185732,2022-12-09,December,Southeast,Baden-Württemberg,Vita Cola,0.69,5250,3622.4999999999995
Penny,1185732,2022-12-09,December,Southeast,Saxony-Anhalt,Fritz-Kola,0.74,6250,4625.0
Rewe,1185732,2022-01-22,January,Midwest,Hesse,Vita Cola,0.37,5000,1850.0
Kaufland,1185732,2022-01-22,January,Midwest,Mecklenburg-Vorpommern,Bionade,0.37,3000,1110.0
Metro,1185732,2022-01-22,January,Midwest,Hamburg,Vita Cola,0.28,3000,840.0000000000001
Aldi,1185732,2022-01-22,January,Midwest,Hesse,Gerolsteiner,0.32,1500,480.0
Edeka,1185732,2022-01-22,January,Midwest,Berlin,Club-Mate,0.46,2000,920.0
Lidl,1185732,2022-01-22,January,Midwest,Brandenburg,Club-Mate,0.37,3000,1110.0
Rewe,1185732,2022-02-22,February,Midwest,Bavaria,Mezzo Mix,0.37,5500,2035.0
Penny,1185732,2022-02-22,February,Midwest,Hesse,Mezzo Mix,0.37,2000,740.0
Kaufland,1185732,2022-02-22,February,Midwest,Hesse,Vita Cola,0.28,2500,700.0000000000001
Metro,1185732,2022-02-22,February,Midwest,Baden-Württemberg,Vita Cola,0.32,1250,400.0
Edeka,1185732,2022-02-22,February,Midwest,Schleswig-Holstein,Vita Cola,0.46,2000,920.0
Lidl,1185732,2022-02-22,February,Midwest,Thuringia,Bionade,0.37,3000,1110.0
Netto,1185732,2022-03-21,March,Midwest,Mecklenburg-Vorpommern,Vita Cola,0.41,5200,2132.0
Netto,1185732,2022-03-21,March,Midwest,Thuringia,Vita Cola,0.41,2250,922.5
Kaufland,1185732,2022-03-21,March,Midwest,Hesse,Vita Cola,0.32,2500,800.0
Kaufland,1185732,2022-03-21,March,Midwest,Hamburg,Bionade,0.37,1000,370.0
Netto,1185732,2022-03-21,March,Midwest,Brandenburg,Club-Mate,0.51,1500,765.0
Lidl,1185732,2022-03-21,March,Midwest,Hamburg,Gerolsteiner,0.41,2500,1025.0
Edeka,1185732,2022-04-22,April,Midwest,Saxony,Vita Cola,0.41,4750,1947.4999999999998
Netto,1185732,2022-04-22,April,Midwest,Thuringia,Mezzo Mix,0.41,1750,717.5
Lidl,1185732,2022-04-22,April,Midwest,Brandenburg,Gerolsteiner,0.37,1750,647.5
Netto,1185732,2022-04-22,April,Midwest,Hesse,Fritz-Kola,0.41,1000,410.0
Netto,1185732,2022-04-22,April,Midwest,Hamburg,Club-Mate,0.46,1250,575.0
Metro,1185732,2022-04-22,April,Midwest,Brandenburg,Club-Mate,0.37,2500,925.0
Metro,1185732,2022-05-23,May,Midwest,Brandenburg,Vita Cola,0.46,5200,2392.0
Aldi,1185732,2022-05-23,May,Midwest,Brandenburg,Fritz-Kola,0.41,2250,922.5
Penny,1185732,2022-05-23,May,Midwest,Mecklenburg-Vorpommern,Bionade,0.37,2000,740.0
Aldi,1185732,2022-05-23,May,Midwest,Baden-Württemberg,Mezzo Mix,0.37,1250,462.5
Lidl,1185732,2022-05-23,May,Midwest,North Rhine-Westphalia,Mezzo Mix,0.46,1500,690.0
Lidl,1185732,2022-05-23,May,Midwest,Baden-Württemberg,Club-Mate,0.51,2750,1402.5
Rewe,1185732,2022-06-22,June,Midwest,Hesse,Fritz-Kola,0.37,5250,1942.5
Kaufland,1185732,2022-06-22,June,Midwest,Baden-Württemberg,Gerolsteiner,0.32,2750,880.0
Rewe,1185732,2022-06-22,June,Midwest,Schleswig-Holstein,Vita Cola,0.28,2250,630.0000000000001
Edeka,1185732,2022-06-22,June,Midwest,Brandenburg,Fritz-Kola,0.28,2000,560.0
Netto,1185732,2022-06-22,June,Midwest,Mecklenburg-Vorpommern,Fritz-Kola,0.46,2000,920.0
Lidl,1185732,2022-06-22,June,Midwest,Hesse,Fritz-Kola,0.51,3750,1912.5
Lidl,1185732,2022-07-21,July,Midwest,Hesse,Vita Cola,0.46,6000,2760.0
Edeka,1185732,2022-07-21,July,Midwest,Berlin,Club-Mate,0.41,3500,1435.0
Aldi,1185732,2022-07-21,July,Midwest,Schleswig-Holstein,Club-Mate,0.37,2750,1017.5
Penny,1185732,2022-07-21,July,Midwest,Brandenburg,Vita Cola,0.37,2250,832.5
Edeka,1185732,2022-07-21,July,Midwest,Schleswig-Holstein,Bionade,0.46,2500,1150.0
Penny,1185732,2022-07-21,July,Midwest,North Rhine-Westphalia,Bionade,0.51,4250,2167.5
Penny,1185732,2022-08-22,August,Midwest,Hamburg,Mezzo Mix,0.46,5750,2645.0
Lidl,1185732,2022-08-22,August,Midwest,Baden-Württemberg,Club-Mate,0.41,3500,1435.0
Metro,1185732,2022-08-22,August,Midwest,Saxony,Vita Cola,0.37,2750,1017.5
Netto,1185732,2022-08-22,August,Midwest,Thuringia,Mezzo Mix,0.37,2500,925.0
Rewe,1185732,2022-08-22,August,Midwest,Berlin,Gerolsteiner,0.46,2250,1035.0
Edeka,1185732,2022-08-22,August,Midwest,Mecklenburg-Vorpommern,Mezzo Mix,0.51,4000,2040.0
Netto,1185732,2022-09-23,September,Midwest,North Rhine-Westphalia,Bionade,0.46,5250,2415.0
Penny,1185732,2022-09-23,September,Midwest,Bavaria,Club-Mate,0.41,3250,1332.5
Edeka,1185732,2022-09-23,September,Midwest,Berlin,Fritz-Kola,0.32,2250,720.0
Metro,1185732,2022-09-23,September,Midwest,Berlin,Mezzo Mix,0.32,2000,640.0
Penny,1185732,2022-09-23,September,Midwest,Berlin,Fritz-Kola,0.41,2000,820.0
Kaufland,1185732,2022-09-23,September,Midwest,Saxony,Gerolsteiner,0.46,2750,1265.0
Lidl,1185732,2022-10-22,October,Midwest,Bavaria,Mezzo Mix,0.51,4500,2295.0
Aldi,1185732,2022-10-22,October,Midwest,Thuringia,Bionade,0.41,2750,1127.5
Penny,1185732,2022-10-22,October,Midwest,Thuringia,Fritz-Kola,0.41,1750,717.5
